"original_name";"name_clear"
"Zooplankton";"Zooplankton"
"Corophium multisetosum";"Corophium multisetosum"
"Melita palmata";"Melita palmata"
"Cerastoderma edule";"Cerastoderma edule"
"Scrobicularia plana";"Scrobicularia plana"
"Carcinus maenas";"Carcinus maenas"
"Crangon crangon";"Crangon crangon"
"Hydrobia ulvae";"Hydrobia ulvae"
"Cyathura carinata";"Cyathura carinata"
"Alkmaria romijni";"Alkmaria romijni"
"Capitella capitata";"Capitella capitata"
"Glicera tridactyla";"Glycera tridactyla"
"Hediste diversicolor";"Hediste diversicolor"
"Heteromastus filiformis";"Heteromastus filiformis"
"Streblospio shrubsolii";"Streblospio shrubsolii"
"Oligochaets";"Oligochaeta"
"Phytoplankton";"Phytoplankton"
"Microphytobenthos";"Microphytobenthos"
"Detritus";"Detritus"
"Green macroalgae";"Algae"
"Glycera tridactyla";"Glycera tridactyla"
"Imports";"Imports"
