"Ruzicka, J.J., Brodeur, R.D., Emmett, R.L., Steele, J.H., Zamon, J.E., Morgan, C.A., Thomas, A.C., and Wainwright, T.C. (2012). Interannual variability in the Northern California Current food web structure: Changes in energy flow pathways and the role of forage fish, euphausiids, and jellyfish. Progress in Oceanography. 102, pp. 19-41.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Californian Current food web - 2007,MZ: micro-zooplankton,"Z1ai: copepods (large, >= 0.025mg C)","Z1aii: copepods (small, < 0.025mg C)",Z1b: small invertebrate larvae,Z1d: pteropods,Z2a: pelagic amphipods,"Z2b: pelagic shrimp (Sergestidae, Panaeidae)",Z2c: other macro-zooplankton ,Z2e: small jellyfish ,Z2f: large jellyfish ,Z3a: E. pacifica (adult & juveniles) ,Z3b: T. spinifera (adult & juveniles) ,C: cephalopod aggregate,PlnkF1a: smelt aggregate,PlnkF1b: shad,PlnkF1c: sardine,PlnkF1d: herring,PlnkF1e: anchovy,PlnkF1f: saury,PlnkF2a: coho yearling,PlnkF2bi: Chinook subyearling,PlnkF2bii: Chinook yearling,PlnkF2c: other juvenile salmon,PlnkF3: mesopelagic fish aggregate,PlnkF4: planktivorous rockfish,PiscF1a: coho,PiscF1b: Chinook,PiscF1c: other salmon aggregate,PiscF2: shark aggregate,PiscF3a: jack mackerel,PiscF3b: Pacific mackerel,PiscF4: piscivorous rockfish,PiscF5: dogfish aggregate,PiscF6: hake,PiscF7: sablefish,"PiscF8: Hexagrammidae (lingcod, greenling)",PiscF9: flatfish (water-column feeders),BnthF1: skates & rays,BnthF2: misc. small benthic fishes,BnthF3: benthivorous rockfish,"BnthF4: Gadidae (cod, haddock, pollock)",BnthF5: flatfish (benthic feeders),BnthF6: flatfish (small),BnthF7: grenadier,JuvF1: juvenile rockfish,JuvF2: juvenile fish (other),DepB1: infauna,DepB2a: Pandalus spp.,DepB2b: other epibenthic shrimp (Caridea),DepB3: mysids,DepB4: echinoderms,"DepB5: benthic amphipods, isopods, and cumaceans",SspB2: bivalves,SspB3: misc. epifauna (suspension feeders),CrnB1: Dungeness crab,CrnB2: Tanner crab,CrnB3: misc. epifauna (carnivorous),SB1: sooty shearwaters,SB2: common murre,SB3: gulls & terns,SB4: alcids,SB5: large pelagic seabirds,SB6: other pelagic seabirds,SB7: coastal seabirds (divers),SB8: storm-petrels,PlnkMM1: gray whales,PlnkMM2: baleen whales,PiscMM1: small pinnipeds,PiscMM2: large pinnipeds,PiscMM4: toothed whales
"DepB5: benthic amphipods, isopods, and cumaceans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0.005,0.0495,0.001,0.05,0.02,0.05,0.05,0.007,0,0.0194,0,0.005,0,0,0,0,0.005,0.2,0.1,0.05,0,0,0.01,0.05,0.05,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0
SspB2: bivalves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.15,0.001,0,0.0051,0,0.002,0,0,0,0,0.015,0.05,0.01,0,0,0,0,0.2,0.2,0.1,0,0,0.02,0,0,0,0,0,0.001,0,0,0,0
SspB3: misc. epifauna (suspension feeders),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.005,0.005,0,0.005,0,0,0.001,0,0.001,0,0,0,0,0.005,0.002,0.002,0,0,0,0,0.048,0.05,0.034,0,0,0,0,0,0,0,0,0.009,0,0,0,0
CrnB1: Dungeness crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395,0,0.0158,0.0395,0.0316,0.0592,0.0055,0,0.0404,0.0055,0.008,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.0419,0.0395,0
CrnB2: Tanner crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0,0.0042,0.0105,0.0084,0.0158,0.0015,0,0.0108,0.0015,0.0021,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.0111,0.0105,0
CrnB3: misc. epifauna (carnivorous),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0.005,0.06,0.003,0.0937,0,0.0605,0,0,0,0,0,0,0.0069,0.0515,0,0.054,0.05,0.07,0.22,0.4,0.4173,0.1536,0.2008,0.2522,0.13,0,0.031,0,0.02,0.05,0.025,0,0,0,0.035,0.3,0.15,0.001,0,0,0.01,0,0,0,0,0,0.025,0,0.01,0.005,0
SB1: sooty shearwaters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SB2: common murre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082,0,0,0,0,0,0,0,0,0,0
SB3: gulls & terns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0,0,0
SB4: alcids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0
SB5: large pelagic seabirds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SB6: other pelagic seabirds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SB7: coastal seabirds (divers),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0
SB8: storm-petrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PlnkMM1: gray whales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PlnkMM2: baleen whales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PiscMM1: small pinnipeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PiscMM2: large pinnipeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PiscMM4: toothed whales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z1c: invertebrate eggs,0,0,0,0,0,0.0207,0.0103,0.0101,0.01,0.1997,0.02,0.02,0,0.0011,0,0.0091,0.001,0.0057,0.0217,0,0,0,0.0011,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0.0103,0,0.005,0,0.01,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z2d: fish eggs,0,0,0,0,0,0.0052,0.0103,0.0101,0,0.0353,0.005,0.005,0,0,0,0.001,0.004,0.0113,0.0543,0,0,0,0.0949,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103,0,0.005,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.0521,0.001,0,0,0,0
D1: pelagic detritus,0.6,0,0,0,0.02,0.0103,0,0.0101,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D2: fishery offal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0,0.001,0.005,0.005,0,0.001,0.001,0.001,0,0,0,0,0,0.03,0.03,0.001,0.001,0,0,0.015,0.015,0.035,0.005,0,0.1,0,0.1004,0.005,0.01,0,0,0,0,0,0
D3: benthic detritus,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.0011,0,0.005,0.015,0.02,0,0.0154,0.005,0.0101,0.15,0,0,1,0.25,0.3,0.2499,0.849,0.999,0.9,0.88,0.039,0.06,0.33,0,0,0.05,0,0.002,0,0,0,0,0,0,0,0
Import,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0.1,0,0,0,0,0,0
Sum,1,1,1,1,1,1.0002,1.0001,1.0001,1,1,1,1,0.9999,0.9998999,1,0.9998999,1,1,1.0002,1.0002,1,0.9999,1.0001,1.0001,1.0001,1.0001,0.9998,1.0002,0.9998999,0.9999999,0.9998999,1.0002,1.0002,1.0001,1.0001,0.9999999,0.9999999,1,0.9999,0.9999,0.9998,1.0001,0.9998999,1,1.0001,1,1,0.9999999,1,0.9999999,1,1,1,1.0001,0.9999999,0.9999999,1,1.0001,1.0001,1,0.9999999,0.9998999,0.9999001,1.0001,0.9999,1,1.0002,0.9999999,0.9998999,1.0001
(1 - Sum),0,0,0,0,-1.19209E-07,-0.000200033,-9.98974E-05,-0.000100017,0,0,0,0,0.000100017,0.000100076,0,0.000100076,0,0,-0.000200033,-0.000200033,0,9.9957E-05,-0.000100017,-0.000100017,-0.000100017,-9.98974E-05,0.000200033,-0.000199914,0.000100076,5.96046E-08,0.000100076,-0.000199914,-0.000200033,-9.98974E-05,-0.000100017,5.96046E-08,1.19209E-07,0,0.000100017,0.000100017,0.000200033,-0.000100017,0.000100136,0,-9.98974E-05,-1.19209E-07,0,5.96046E-08,0,1.19209E-07,0,0,0,-0.000100017,5.96046E-08,5.96046E-08,0,-0.000100017,-0.000100017,0,5.96046E-08,0.000100136,9.98974E-05,-9.98974E-05,9.9957E-05,0,-0.000200033,1.19209E-07,0.000100136,-9.97782E-05
